_id,CREATIONDATE,ADDRESS,CATEGORY,CLOSEDDATETIME,DESCRIPTION,DAYS_TO_CLOSE,CLEANED_ADDRESS,geometry,OBJECTID,NEIGHBORHD,WORKGROUP,Status
1331,2025-06-22T00:00:00Z,"711 E KILBOURN AV, MILWAUKEE, WI, 53202-0000",POTHOLES,NA,RIDICULOUS POTHOLE NORTHBOUND,45,"711 E KILBOURN AV, MILWAUKEE, WI, 53202-0000","c(-87.902722306504, 43.042445007266)",76,JUNEAU TOWN,6,OPEN
1332,2025-06-22T00:00:00Z,"3449 N 98TH ST, MILWAUKEE, WI, 53222-3413",RECYCLING CART: DAMAGED,NA,"RECYCLING CART LOOKS LIKE IT WAS SET DOWN HARD, WHEELS CAME OFF. YOU CAN COME UP DRIVEWAY OR LET ME KNOW IF YOU NEED ME TO BRING IT TO CURB.",45,"3449 N 98TH ST, MILWAUKEE, WI, 53222-3413","c(-88.035780912282, 43.081621561703)",46,GOLDEN VALLEY,6,OPEN
1333,2025-06-22T00:00:00Z,"2956 N 89TH ST, MILWAUKEE, WI, 53222-4606",BROKEN BRANCH DOWN - NOT BLOCKING,2025-06-23T00:00:00Z,NA,1,"2956 N 89TH ST, MILWAUKEE, WI, 53222-4606","c(-88.023413581785, 43.072724967763)",28,COOPER PARK,6,CLOSED
1334,2025-06-22T00:00:00Z,"3035 N 73RD ST, MILWAUKEE, WI, 53210-1068",SCATTERED LITTER AND DEBRIS ON PRIVATE PROPERTY,2025-06-23T00:00:00Z,GARBAGE LEFT ON STREET FOR MULTIPLE DAYS ALONG WITH GARBAGE IN LAWN. RATS AND BIRDS ARE FREQUENT.,1,"3035 N 73RD ST, MILWAUKEE, WI, 53210-1068","c(-88.003840915861, 43.074344561004)",33,ENDERIS PARK,6,CLOSED
1335,2025-06-22T00:00:00Z,"2865 S 69TH ST, MILWAUKEE, WI, 53219-2908","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",NA,I PUT OUT 2 PILES BUT TAKE ONE IF IT’S TOO MUCH. THANKS,45,"2865 S 69TH ST, MILWAUKEE, WI, 53219-2908","c(-87.999211004004, 42.992335936517)",38,FAIRVIEW,6,OPEN
1336,2025-06-22T00:00:00Z,"3404 S QUINCY AV, MILWAUKEE, WI, 53207-3418","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",NA,BRUSH PICK UP IS LOCATED ON THE SIDE OF THE HOUSE ON HOLT AVE.,45,"3404 S QUINCY AV, MILWAUKEE, WI, 53207-3418","c(-87.901410706295, 42.982272833112)",8,BAY VIEW,6,OPEN
1337,2025-06-22T00:00:00Z,"3212 S 24TH ST, MILWAUKEE, WI, 53215-4415",WEEDS AND TALL GRASS COMPLAINT,2025-06-22T00:00:00Z,"REALLY TALL GRASS AND WEEDS, ANIMAS MAY TRY HIDING IN IT AT NIGHT.",0,"3212 S 24TH ST, MILWAUKEE, WI, 53215-4415","c(-87.944333594266, 42.986235880752)",151,SOUTHGATE,6,CLOSED
1338,2025-06-22T00:00:00Z,"9600 W VERA AV, MILWAUKEE, WI, 53224-4660","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",2025-06-23T00:00:00Z,WE TRIMMED A COUPLE TREES AND SHRUBS.  IT IS CURRENTLY NEXT TO THE GARAGE BUT I CAN MOVE IT TO THE STREET.  I JUST DIDN'T WANT TO DO THAT UNTIL I HAD AN IDEA OF HOW LONG IT WOULD TAKE SO IT WASN'T AN EYE SORE FOR THE NEIGHBORS.,1,"9600 W VERA AV, MILWAUKEE, WI, 53224-4660","c(-88.031830018401, 43.145524730508)",45,GOLDEN GATE,6,CLOSED
1339,2025-06-22T00:00:00Z,"5151 N 49TH ST, MILWAUKEE, WI, 53218-4324",TREE OR BRANCH DOWN,2025-06-22T00:00:00Z,THE FALLEN IS BETWEEN MY YARD FENCE AND MY NEIGHBORS YARD. ALSO ONE OF THE  ENDS IS ON SOME CABLES WHICH I BELIEVE IS THE LIGHT CABLES.,0,"5151 N 49TH ST, MILWAUKEE, WI, 53218-4324","c(-87.974089434358, 43.111390980478)",56,HAMPTON HEIGHTS,6,CLOSED
1340,2025-06-22T00:00:00Z,"3212 S 24TH ST, MILWAUKEE, WI, 53215-4415",MICE/ROACH INFESTATION,2025-06-23T00:00:00Z,"LARGE HILE IN THE ROOF OF THE HOME WHERE ANIMALS HAVE BEEN GOING THROUGH. INSECT, MICE, AND BIRDS, AND OTHER ANIMALS, PLUS WATER WHEN IT RAINS.",1,"3212 S 24TH ST, MILWAUKEE, WI, 53215-4415","c(-87.944333594266, 42.986235880752)",151,SOUTHGATE,6,CLOSED
1341,2025-06-22T00:00:00Z,"3432 N SUMMIT AV, MILWAUKEE, WI, 53211-2931",DAMAGED CITY TREE,NA,"DIDN’T KNOW WHERE ELSE TO REPORT THIS TREE ISSUE.  THERE ARE 3 CITY TREES ON THE EAST SIDE OF N SUMMIT AVE, BETWEEN NEWPORT AND EDGEWOOD THAT HAVE LOW BRANCHES PARTIALLY BLOCKING THE SIDEWALK. JUST NEED TO BE TRIMMED.  THANK YOU!",45,"3432 N SUMMIT AV, MILWAUKEE, WI, 53211-2931","c(-87.875115418749, 43.080254389476)",31,DOWNER WOODS,6,OPEN
1342,2025-06-22T00:00:00Z,"1400 S UNION ST, MILWAUKEE, WI, 53204-2641",POTHOLES,NA,IN FRONT OF PETE'S FRUIT MARKET.  MULTIPLE CARS HAVE HAD TIRE DAMAGE FROM THIS POTHOLE.,45,"1400 S UNION ST, MILWAUKEE, WI, 53204-2641","c(-87.93427237679, 43.016860505108)",116,MUSKEGO WAY,5,OPEN
1343,2025-06-22T00:00:00Z,"3212 S 24TH ST, MILWAUKEE, WI, 53215-4415",GARBAGE CART: MISSING,NA,"THE GARBAGE CAN AT THIS PROPERTY WAS STOLEN OR MOVED. NEEDS A NEW ONE OR TWO, FOR GARBAGE THAT GOES ON THIS PROPERTY.",45,"3212 S 24TH ST, MILWAUKEE, WI, 53215-4415","c(-87.944333594266, 42.986235880752)",151,SOUTHGATE,6,OPEN
1344,2025-06-22T00:00:00Z,"3212 S 24TH ST, MILWAUKEE, WI, 53215-4415",PRIVATE TREE PROBLEMS OR QUESTIONS,2025-06-23T00:00:00Z,"REQUEST FOR REMOVAL OF TREE AS IT IS LEANING OVER, FALLING, AND GOING ON CITYS SIDEWALK, AND GRASS. ALL LEAVES COME OFF AND BLOW ON CITY SIDEWWALK, AND ITS HARD TO WALK ON TJE SIDEWALK WITH THE TREE COVERING/HOVERING OVER IT. PART OF THE TREE FELL ON LEFT NEIGHBORS YARD.",1,"3212 S 24TH ST, MILWAUKEE, WI, 53215-4415","c(-87.944333594266, 42.986235880752)",151,SOUTHGATE,6,CLOSED
1345,2025-06-22T00:00:00Z,"3212 S 24TH ST, MILWAUKEE, WI, 53215-4415",WINDOWS BROKEN OR MISSING,2025-06-23T00:00:00Z,"BOTH WINDOWS ARE BROKEN AND RIGHT SIDE OF BASEMENT, AND TWO ON UP STAIRS LEVEL. 2ND WINDOW ON RIGHT SIDE OF HOUSE IS BROKEN, EXPOSING CURRAINS FROM THE INSIDE, AND RAIN GOING IN THROUGH, AND HAS TREE ROOT PLANTS COVERING IT, WHERE ANIMALS TRY TO HIDE.",1,"3212 S 24TH ST, MILWAUKEE, WI, 53215-4415","c(-87.944333594266, 42.986235880752)",151,SOUTHGATE,6,CLOSED
1346,2025-06-22T00:00:00Z,"1679 N FRANKLIN PL, MILWAUKEE, WI, 53202-2201",TRIM CITY TREE,NA,"TREE HAS VERY LOW HANGING BRANCHES 
LOT OF DEAD BRANCHES",45,"1679 N FRANKLIN PL, MILWAUKEE, WI, 53202-2201","c(-87.897110035595, 43.052464524774)",90,LOWER EAST SIDE,6,OPEN
1347,2025-06-22T00:00:00Z,"2301 S 28TH ST, MILWAUKEE, WI, 53215-2925",GARBAGE CART: MISSING,NA,NOTICE IT WAS MISSING WHEN GARBAGE DID NOT GET PICKED UP,45,"2301 S 28TH ST, MILWAUKEE, WI, 53215-2925","c(-87.949527692026, 43.003008446192)",82,LAYTON PARK,6,OPEN
1348,2025-06-22T00:00:00Z,"6657 N 56TH ST, MILWAUKEE, WI, 53223-5929",BROKEN BRANCH DOWN - BLOCKING DRIVEWAY,2025-06-23T00:00:00Z,BLOCKING DRIVEWAY,1,"6657 N 56TH ST, MILWAUKEE, WI, 53223-5929","c(-87.982243349767, 43.138884712541)",49,GRACELAND,6,CLOSED
1349,2025-06-22T00:00:00Z,"2301 S 28TH ST, MILWAUKEE, WI, 53215-2925",MISSED COLLECTION: GARBAGE,2025-06-23T00:00:00Z,ONE GARBAGE BIN DID NOT GET PICKED UP AND NOTICED THE OTHER MISSING,1,"2301 S 28TH ST, MILWAUKEE, WI, 53215-2925","c(-87.949527692026, 43.003008446192)",82,LAYTON PARK,6,CLOSED
1350,2025-06-22T00:00:00Z,"703 E LOCUST ST, MILWAUKEE, WI, 53212-2546","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",2025-06-23T00:00:00Z,BRUSH IS LOCATED ON CORNER OF LOCUST AND PIERCE,1,"703 E LOCUST ST, MILWAUKEE, WI, 53212-2546","c(-87.902560451954, 43.070938700377)",138,RIVERWEST,3,CLOSED
1351,2025-06-22T00:00:00Z,"3212 S 24TH ST, MILWAUKEE, WI, 53215-4415",CONDEMNATION CANDIDATE,NA,"HOUSE HAS NANY ISSUES, NO WORKING HEAT OR WATER, OR ELECTRICITY, IS COVERING IN TREES, HAS DAMAGED WINDOWS AND DEBREE ON PROPERTY, IS NOT MAINTAINED OR MANGAGED WHATSOEVER, HAS TALL GRASS WEEDS,  ROCKEN WINDOWS AND GLASS, ISNT BOARDED UP, HAS LARGE HOLE IN BACK OF HOUSE ON ROOF MAKING MORE DAMAGE WITH RAIN AND ANIMALS GOING INTO IT. HAS TREES COVERING CITY SIDE WALK AND INTERLAPPING WITH CITY TREES. HAS BEEN IN THIS CONDITION FOR MANY MANY YEARS.",45,"3212 S 24TH ST, MILWAUKEE, WI, 53215-4415","c(-87.944333594266, 42.986235880752)",151,SOUTHGATE,6,OPEN
1352,2025-06-22T00:00:00Z,"3815 N 98TH ST, MILWAUKEE, WI, 53222-2415","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",2025-06-23T00:00:00Z,NA,1,"3815 N 98TH ST, MILWAUKEE, WI, 53222-2415","c(-88.035769345255, 43.086321294814)",46,GOLDEN VALLEY,6,CLOSED
1353,2025-06-22T00:00:00Z,"2958 N 83RD ST, MILWAUKEE, WI, 53222-4824","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",2025-06-23T00:00:00Z,TREE LIMB THAT FELL DOWN IN RECENT WINDY WEATHER,1,"2958 N 83RD ST, MILWAUKEE, WI, 53222-4824","c(-88.015830054887, 43.072862766251)",28,COOPER PARK,6,CLOSED
1354,2025-06-22T00:00:00Z,"2221 S 25TH ST, MILWAUKEE, WI, 53215-2510",RECYCLING CART: MISSING,NA,NA,45,"2221 S 25TH ST, MILWAUKEE, WI, 53215-2510","c(-87.945477472593, 43.004403781614)",82,LAYTON PARK,6,OPEN
1355,2025-06-22T00:00:00Z,"3212 S 24TH ST, MILWAUKEE, WI, 53215-4415",SCATTERED LITTER AND DEBRIS ON PRIVATE PROPERTY,2025-06-23T00:00:00Z,"THERE ARE MANY ITEMS LIKE PLASTIC, SMALL ROCKS, SMALL METALS, LEAF PILES, OLD BRANCHES FROM THE TREES ON PROPERTY, DEAD BRANCHES, AND OTHER STUFF ON THE PROPERTY THAT MAKE IT REALLY HARD TO SEE ACTUAL GRASS IN PROPERTY.",1,"3212 S 24TH ST, MILWAUKEE, WI, 53215-4415","c(-87.944333594266, 42.986235880752)",151,SOUTHGATE,6,CLOSED
1356,2025-06-22T00:00:00Z,"3477 S AHMEDI AV, MILWAUKEE, WI, 53207-3638",AREA DARK,2025-06-22T00:00:00Z,NA,0,"3477 S AHMEDI AV, MILWAUKEE, WI, 53207-3638","c(-87.886383295006, 42.98118741856)",8,BAY VIEW,6,CLOSED
1357,2025-06-22T00:00:00Z,"2807 S DELAWARE AV, MILWAUKEE, WI, 53207-2514",STREET LIGHT OUT,2025-06-22T00:00:00Z,STREET LIGHT OUTS IN DELAWARE AVE BETWEEN ESTES AND TROWBRIDGE,0,"2807 S DELAWARE AV, MILWAUKEE, WI, 53207-2514","c(-87.886171903408, 42.992788559288)",8,BAY VIEW,6,CLOSED
1358,2025-06-21T00:00:00Z,"3832 N 3RD ST, MILWAUKEE, WI, 53212-1109",OTHER ANIMAL PROBLEM,NA,"EXCESSIVE SEAGULLS ARE A NUISANCE. IT ALWAYS STINKS OUTSIDE, EVERYTHING IS COVERED IN BIRD SHIT, SOMETIMES SEAGULL CORPSES DECAYING IN THE STREET. SCARED TO HANG OUT IN YARD BECAUSE OF GETTING POOPED ON. CAN’T HAVE CAR PARKED OUTSIDE WITHOUT A COVER. IF WINDOWS ARE OPEN THE SMELL COMES INSIDE.",46,"3832 N 3RD ST, MILWAUKEE, WI, 53212-1109","c(-87.912181619514, 43.086285294539)",182,WILLIAMSBURG,4,OPEN
1359,2025-06-21T00:00:00Z,"3314 S 91ST ST, MILWAUKEE, WI, 53227-4408","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",NA,CUT UP LIMB FROM TREE,46,"3314 S 91ST ST, MILWAUKEE, WI, 53227-4408","c(-88.025852380332, 42.984305821818)",35,EUCLID PARK,6,OPEN
1360,2025-06-21T00:00:00Z,2299 S 35TH ST,TRAFFIC SIGNALS,NA,NA,46,"2299 S 35TH ST, MILWAUKEE, WI","c(-87.958122370562, 43.003155417082)",82,LAYTON PARK,6,OPEN
1361,2025-06-21T00:00:00Z,2399 W FOREST HOME AV,TRAFFIC SIGNALS,NA,NA,46,"2399 W FOREST HOME AV, MILWAUKEE, WI","c(-87.944363664051, 43.003113241277)",41,FOREST HOME HILLS,5,OPEN
1362,2025-06-21T00:00:00Z,7057 W BECKETT AV,BUMP IN CITY STREET OR ALLEY,2025-06-23T00:00:00Z,"CRACKED OIL PAN RESULTING IN A STREAM OF MOTOR OIL FOR BLOCKS.

REQUEST STREET CLEANING & CAUTION SIGN BE ERECTED.

TRAFFIC IS CALMED BY THE UNEVEN ROAD SURFACE AND WE REQUEST IT REMAIN THIS WAY",2,"7057 W BECKETT AV, MILWAUKEE, WI","c(-88.000357229263, 43.086682219564)",30,DINEEN PARK,6,CLOSED
1363,2025-06-21T00:00:00Z,"8150 W HERBERT AV, MILWAUKEE, WI, 53218-3631",BROKEN BRANCH DOWN - NOT BLOCKING,2025-06-23T00:00:00Z,TREE ON SIDE OF ROAD,2,"8150 W HERBERT AV, MILWAUKEE, WI, 53218-3631","c(-88.013227809227, 43.10818171739)",89,LONG VIEW,6,CLOSED
1364,2025-06-21T00:00:00Z,3471 S 60TH ST,DAMAGES TO SEWERS,2025-06-22T00:00:00Z,"LOOKS TO BE A SMALL SEWER CAP BROKEN AND FLIPPED OVER. SHARP SIDE UP. MIDDLE OF THE INTERSECTION, SOUTH ON 60TH.",1,"3471 S 60TH ST, MILWAUKEE, WI","c(-87.988212270657, 42.981419890645)",61,HAWLEY FARMS,6,CLOSED
1365,2025-06-21T00:00:00Z,"2100 E OHIO AV, MILWAUKEE, WI, 53207-3128",BROKEN BRANCH HANGING - OTHER,2025-06-23T00:00:00Z,BROKEN BRANCH.  HANGING UP IN TREE.  CONCERNED THAT IT WILL FALL WITH THE HIGH WINDS.,2,"2100 E OHIO AV, MILWAUKEE, WI, 53207-3128","c(-87.883720280548, 42.984313114073)",39,FERNWOOD,6,CLOSED
1366,2025-06-21T00:00:00Z,"3804 N 75TH ST, MILWAUKEE, WI, 53216-1910",BROKEN BRANCH DOWN - NOT BLOCKING,2025-06-23T00:00:00Z,LARGE BRANCH DOWN. DRAGGED BETWEEN SIDEWALK AND STREET.,2,"3804 N 75TH ST, MILWAUKEE, WI, 53216-1910","c(-88.005713516849, 43.086488807149)",30,DINEEN PARK,6,CLOSED
1367,2025-06-21T00:00:00Z,"2964 N RICHARDS ST, MILWAUKEE, WI, 53212-2442",OTHER MISCELLANEOUS FORESTRY REQUEST,NA,"WEEDS PICKUP/DISPOSAL REQUEST FOR PILES OF WEEDS IN ALLEY, ALONG THE NORTHSIDE OF THE HOUSE",46,"2964 N RICHARDS ST, MILWAUKEE, WI, 53212-2442","c(-87.907500158952, 43.072560221456)",57,HARAMBEE,3,OPEN
1368,2025-06-21T00:00:00Z,"6396 N SHERMAN BL, MILWAUKEE, WISCONSIN, 53218",TRAFFIC SIGNALS,NA,NULL,46,"6396 N SHERMAN BL, MILWAUKEE, WISCONSIN, 53218, MILWAUKEE, WI","c(-87.965823523733, 43.133776733626)",37,FAIRFIELD,6,OPEN
1369,2025-06-21T00:00:00Z,"826 N 15TH ST, 8",POTHOLE IN ALLEY,NA,"THIS IS AN ALLEY WHERE LANDLORDS RENT OUT PARKING SPOTS. THERE IS ONE BIG POTHOLE BEHIND PARKING SPOT NUMBER 31-33. HOWEVER, PEOPLE PARK THERE FULL TIME, SO IT NEEDS TO BE DONE WITH NOTICE, OR QUICK ENOUGH WHERE PEOPLE CAN STILL GET IN AND OUT OF THEIR PARKING SPOTS.",46,"826 N 15TH ST, 8, MILWAUKEE, WI","c(-87.931230919404, 43.040921847821)",6,AVENUES WEST,6,OPEN
1370,2025-06-21T00:00:00Z,"6796 N 43RD ST, MILWAUKEE, WISCONSIN, 53223",TRAFFIC SIGNALS,2025-06-23T00:00:00Z,NULL,2,"6796 N 43RD ST, MILWAUKEE, WISCONSIN, 53223, MILWAUKEE, WI","c(-87.965586919735, 43.141218544915)",49,GRACELAND,6,CLOSED
1371,2025-06-21T00:00:00Z,"3849 N 74TH ST, MILWAUKEE, WI, 53216-1903",BROKEN BRANCH DOWN - ON VEHICLE,2025-06-23T00:00:00Z,ON CAR,2,"3849 N 74TH ST, MILWAUKEE, WI, 53216-1903","c(-88.005035420882, 43.087418276392)",30,DINEEN PARK,6,CLOSED
1372,2025-06-21T00:00:00Z,"1957 W KEEFE AV, MILWAUKEE, WI, 53206-2326",BROKEN BRANCH DOWN - NOT BLOCKING,2025-06-23T00:00:00Z,BRANCH IN PARKING LANE; CAN BE DRIVEN AROUND. 4 INCHES THICK; 15 FT LONG,2,"1957 W KEEFE AV, MILWAUKEE, WI, 53206-2326","c(-87.936572706297, 43.082157542502)",10,BORCHERT FIELD,2,CLOSED
1373,2025-06-21T00:00:00Z,"4278 N 72ND ST, MILWAUKEE, WI, 53216-1038",BROKEN BRANCH DOWN - NOT BLOCKING,NA,"BRANCH DOWN ON SIDEWALK, PARTIALLY IN STREET, 6-12 INCHES THICK, 20 FT LONG, CAN BE DRIVEN AROUND; THE OTHER BRANCH THAT’S OVER THE HOUSE HAS CRACKS IN IT. IT MIGHT FALL ON THE HOUSE.",46,"4278 N 72ND ST, MILWAUKEE, WI, 53216-1038","c(-88.001520218328, 43.095296720553)",19,CAPITOL HEIGHTS,4,OPEN
1374,2025-06-21T00:00:00Z,"2128 N NEWHALL ST, MILWAUKEE, WI, 53202-1027","CITY TREE DYING, DEAD, SICK, LOSING LEAVES OR LEAKING SAP",NA,"STREET TREE IS LOSING BRANCHES AND A NUMBER APPEAR TO BE DEAD OR DYING; INSECT AND WOODPECKER HOLES IN TRUNK. SEEMS TO HAVE BEEN IN DECLINE FOR A COUPLE YEARS. NEEDS SOME INSPECTION AND PRUNING, AT LEAST.",46,"2128 N NEWHALL ST, MILWAUKEE, WI, 53202-1027","c(-87.890299990722, 43.059407045627)",90,LOWER EAST SIDE,6,OPEN
1375,2025-06-21T00:00:00Z,"2924 N 48TH ST, MILWAUKEE, WI, 53210-1735",BROKEN BRANCH DOWN - BLOCKING SIDEWALK,2025-06-23T00:00:00Z,TREE HALF DOWN FROM WIND. TOO HEAVY TO MOVE. BLOCKING SIDEWALK.,2,"2924 N 48TH ST, MILWAUKEE, WI, 53210-1735","c(-87.973311258468, 43.072191417717)",143,SAINT JOSEPH,1,CLOSED
1376,2025-06-21T00:00:00Z,"6680 S 20TH ST, MILWAUKEE, WI, 53221-5226",BROKEN BRANCH DOWN - NOT BLOCKING,NA,BROKEN TREE BRANCHES BLOCKING SIDEWALKS,46,"6680 S 20TH ST, MILWAUKEE, WI, 53221-5226","c(-87.940065612989, 42.924061772844)",25,COLLEGE HEIGHTS,6,OPEN
1377,2025-06-21T00:00:00Z,"4006 N 76TH ST, MILWAUKEE, WISCONSIN, 53222",TRAFFIC SIGNALS,2025-06-23T00:00:00Z,"TRAFFIC SIGNAL IS OUT, NO POWER.",2,"4006 N 76TH ST, MILWAUKEE, WISCONSIN, 53222, MILWAUKEE, WI","c(-88.007077302012, 43.089796197439)",30,DINEEN PARK,6,CLOSED
1378,2025-06-21T00:00:00Z,"4832 N 54TH ST, MILWAUKEE, WI, 53218-4201",BROKEN BRANCH DOWN - BLOCKING STREET,2025-06-23T00:00:00Z,BLOCKING ROAD,2,"4832 N 54TH ST, MILWAUKEE, WI, 53218-4201","c(-87.979879988348, 43.105524612174)",56,HAMPTON HEIGHTS,6,CLOSED
1379,2025-06-21T00:00:00Z,"6686 S 20TH ST, MILWAUKEE, WI, 53221-5226",WEEDS AND TALL GRASS COMPLAINT,2025-06-23T00:00:00Z,TALL WEEDS COMING UP FROM CENTER BOULEVARD ON 20TH ST 6600 BLOCK,2,"6686 S 20TH ST, MILWAUKEE, WI, 53221-5226","c(-87.940070306854, 42.92392187888)",25,COLLEGE HEIGHTS,6,CLOSED
1380,2025-06-21T00:00:00Z,"5431 N 41ST ST, MILWAUKEE, WI, 53209-4621",BROKEN BRANCH DOWN - NOT BLOCKING,2025-06-23T00:00:00Z,"HUGE BRANCHES FALL FROM TREE, DAMAGING CARS.",2,"5431 N 41ST ST, MILWAUKEE, WI, 53209-4621","c(-87.963900141401, 43.116354366353)",124,OLD NORTH MILWAUKEE,4,CLOSED
1381,2025-06-21T00:00:00Z,4071 S 56TH ST,"CAVE-IN, SINKHOLE, OR VOID",2025-06-22T00:00:00Z,"GRATE FALLING IN, WAS MARKED A FEW YEARS AGO, BRICK FALLING OUT FROM INSIDE AND IS SINKING, NEEDS REPLACEMENT ALL AROUND IT SEEMS",1,"4071 S 56TH ST, MILWAUKEE, WI","c(-87.98473453521, 42.970574713764)",53,GREEN MOOR,6,CLOSED
1382,2025-06-21T00:00:00Z,"3412 N 87TH ST, MILWAUKEE, WI, 53222-3742",BROKEN BRANCH DOWN - NOT BLOCKING,2025-06-23T00:00:00Z,"LARGE TREE BRANCH DOWN AND IN THE STREET; CAN BE DRIVEN AROUND. 5 INCHES THICK, 10 FT LONG",2,"3412 N 87TH ST, MILWAUKEE, WI, 53222-3742","c(-88.021092800433, 43.081032272)",79,KOPS PARK,6,CLOSED
1383,2025-06-21T00:00:00Z,"1945 W KEEFE AV, MILWAUKEE, WI, 53206-2326",BROKEN BRANCH DOWN - BLOCKING STREET,2025-06-23T00:00:00Z,TREE BLOCKING STREET,2,"1945 W KEEFE AV, MILWAUKEE, WI, 53206-2326","c(-87.936249081016, 43.082154734564)",10,BORCHERT FIELD,2,CLOSED
1384,2025-06-21T00:00:00Z,"1924 N PROSPECT AV, 7, MILWAUKEE, WI, 53202-1414",RECYCLING CART: MISSING,NA,"I HAD SET OUR 5 RECYCLING CARTS AT THE CURB FOR PICKUP EARLIER THIS WEEK. AFTER PICKUP, ONE OF THESE CARTS WAS MISSING. WE ARE REQUESTING A  REPLACEMENT FOR THIS MISSING CART.",46,"1924 N PROSPECT AV, 7, MILWAUKEE, WI, 53202-1414","c(-87.888250196301, 43.054955249212)",121,NORTHPOINT,6,OPEN
1385,2025-06-21T00:00:00Z,"4120 N 87TH CT, MILWAUKEE, WI, 53222-1713","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",NA,NA,46,"4120 N 87TH CT, MILWAUKEE, WI, 53222-1713","c(-88.021010909239, 43.092350523496)",87,LINDSAY PARK,6,OPEN
1386,2025-06-21T00:00:00Z,"3842 N 74TH ST, MILWAUKEE, WI, 53216-1904",BROKEN BRANCH DOWN - BLOCKING STREET,2025-06-23T00:00:00Z,BLOCKING,2,"3842 N 74TH ST, MILWAUKEE, WI, 53216-1904","c(-88.004519933837, 43.087263797916)",30,DINEEN PARK,6,CLOSED
1387,2025-06-21T00:00:00Z,"3910 N 41ST ST, MILWAUKEE, WI, 53216-2521",BROKEN BRANCH DOWN - BLOCKING STREET,2025-06-23T00:00:00Z,NA,2,"3910 N 41ST ST, MILWAUKEE, WI, 53216-2521","c(-87.963947080059, 43.088309482247)",140,ROOSEVELT GROVE,4,CLOSED
1388,2025-06-21T00:00:00Z,"609 E OKLAHOMA AV, MILWAUKEE, WI, 53207-2403",BROKEN BRANCH DOWN - BLOCKING SIDEWALK,NA,BLOCKING SIDEWALK,46,"609 E OKLAHOMA AV, MILWAUKEE, WI, 53207-2403","c(-87.901369551151, 42.98801850201)",8,BAY VIEW,6,OPEN
1389,2025-06-21T00:00:00Z,"6500 W OHIO AV, MILWAUKEE, WI, 53219-4246",WEEDS AND TALL GRASS COMPLAINT,NA,TALL WEEDS ON WHOLE PROPERTY SOME AREAS 20 INCHES TALL.,46,"6500 W OHIO AV, MILWAUKEE, WI, 53219-4246","c(-87.993678528813, 42.984947163139)",61,HAWLEY FARMS,6,OPEN
1390,2025-06-21T00:00:00Z,"2436 W ORCHARD ST, MILWAUKEE, WI, 53204-2536",MISCELLANEOUS STREET MAINTENANCE REQUEST,2025-06-23T00:00:00Z,FIRE HYDRANT IS OPEN. NEIGHBORS OPENED IT SINCE 2PM. STILL CURRENTLY OPEN.,2,"2436 W ORCHARD ST, MILWAUKEE, WI, 53204-2536","c(-87.944829551477, 43.016138236512)",116,MUSKEGO WAY,5,CLOSED
1391,2025-06-21T00:00:00Z,"3335 N 85TH ST, MILWAUKEE, WI, 53222-3708",BROKEN BRANCH DOWN - BLOCKING STREET,2025-06-23T00:00:00Z,NA,2,"3335 N 85TH ST, MILWAUKEE, WI, 53222-3708","c(-88.019137050965, 43.079686389807)",79,KOPS PARK,6,CLOSED
1392,2025-06-21T00:00:00Z,"455 S 71ST ST, MILWAUKEE, WI, 53214-1634","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",2025-06-23T00:00:00Z,NA,2,"455 S 71ST ST, MILWAUKEE, WI, 53214-1634","c(-88.00143178925, 43.027327490518)",36,FAIR PARK,6,CLOSED
1393,2025-06-21T00:00:00Z,"415 N 49TH ST, MILWAUKEE, WI, 53208-3629","BRUSH PICKUP REQUEST, LESS THAN 2 CUBIC YARDS, APRIL-NOVEMBER",2025-06-23T00:00:00Z,BUSHES TAKEN DOWN. I HAVE 2 PILES ON THE CURB. BOTH ABOUT A SOFA WORTH OF MATERIAL. SKINNY BRANCHES MOSTLY. WELL COMPACTED.,2,"415 N 49TH ST, MILWAUKEE, WI, 53208-3629","c(-87.976084746409, 43.035377596056)",154,STORY HILL,6,CLOSED
1394,2025-06-21T00:00:00Z,"5533 N 53RD ST, MILWAUKEE, WI, 53218-3324",BROKEN BRANCH DOWN - BLOCKING STREET,2025-06-23T00:00:00Z,NA,2,"5533 N 53RD ST, MILWAUKEE, WI, 53218-3324","c(-87.979004247104, 43.118301189094)",97,MC GOVERN PARK,6,CLOSED
